GEO,REF_DATE,National Occupational Classification (NOC),VALUE
Newfoundland and Labrador,2021-05,Retail sales and service supervisors and specialized occupations in sales and services,15.4
Newfoundland and Labrador,2021-05,"Sales and service occupations, except management",109.2
Newfoundland and Labrador,2021-05,Sales and service representatives and other customer and personal services occupations,28.2
Newfoundland and Labrador,2021-05,Sales and service support occupations,51.8
Newfoundland and Labrador,2021-05,Specialized middle management occupations,12.8
Newfoundland and Labrador,2021-05,"Supervisors and occupations in natural resources, agriculture and related production",12.6
Newfoundland and Labrador,2021-05,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",6.5
Newfoundland and Labrador,2021-05,"Support occupations in art, culture and sport",0.5
Newfoundland and Labrador,2021-05,"Technical occupations in art, culture and sport",1.9
Newfoundland and Labrador,2021-05,Technical occupations in health,10.8
Newfoundland and Labrador,2021-05,Technical occupations related to natural and applied sciences,10.700000000000001
Newfoundland and Labrador,2021-05,Technical trades and transportation officers and controllers,40.0
Newfoundland and Labrador,2021-05,Therapy and assessment professionals,1.3
Newfoundland and Labrador,2021-05,"Trades, transport and equipment operators and related occupations, except management",65.8
Newfoundland and Labrador,2021-05,"Workers and labourers in natural resources, agriculture and related production",5.6
Newfoundland and Labrador,2021-06,Administrative and financial supervisors and specialized administrative occupations,18.0
Newfoundland and Labrador,2021-06,Administrative and financial support and supply chain logistics occupations,17.9
Newfoundland and Labrador,2021-06,Administrative occupations and transportation logistics occupations,16.2
Newfoundland and Labrador,2021-06,Assisting occupations in education and in legal and public protection,2.5
Newfoundland and Labrador,2021-06,Assisting occupations in support of health services,12.2
Newfoundland and Labrador,2021-06,"Business, finance and administration occupations, except management",63.8
Newfoundland and Labrador,2021-06,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",11.8
Newfoundland and Labrador,2021-06,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",10.1
Newfoundland and Labrador,2021-06,General trades,16.8
Newfoundland and Labrador,2021-06,"Health occupations, except management",44.5
Newfoundland and Labrador,2021-06,Health treating and consultation services professionals,6.0
Newfoundland and Labrador,2021-06,"Helpers and labourers and other transport drivers, operators and labourers",8.4
Newfoundland and Labrador,2021-06,"Labourers in processing, manufacturing and utilities",7.3
Newfoundland and Labrador,2021-06,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",3.8
Newfoundland and Labrador,2021-06,"Mail and message distribution, other transport equipment operators and related maintenance workers",3.3
Newfoundland and Labrador,2021-06,Management occupations,27.0
Newfoundland and Labrador,2021-06,Middle management occupations in retail and wholesale trade and customer services,10.2
Newfoundland and Labrador,2021-06,"Middle management occupations in trades, transportation, production and utilities",4.5
Newfoundland and Labrador,2021-06,"Natural and applied sciences and related occupations, except management",28.4
Newfoundland and Labrador,2021-06,"Natural resources, agriculture and related production occupations, except management",22.0
Newfoundland and Labrador,2021-06,Nursing and allied health professionals,13.0
Newfoundland and Labrador,2021-06,"Occupations in art, culture and sport",1.6
Newfoundland and Labrador,2021-06,"Occupations in art, culture, recreation and sport, except management",5.9
Newfoundland and Labrador,2021-06,"Occupations in education, law and social, community and government services, except management",56.2
Newfoundland and Labrador,2021-06,Occupations in front-line public protection services,0.7
Newfoundland and Labrador,2021-06,"Occupations in manufacturing and utilities, except management",18.6
Newfoundland and Labrador,2021-06,Occupations in sales and services,14.5
Newfoundland and Labrador,2021-06,"Paraprofessional occupations in legal, social, community and education services",8.700000000000001
Newfoundland and Labrador,2021-06,Professional occupations in applied sciences (except engineering),10.6
Newfoundland and Labrador,2021-06,Professional occupations in art and culture,0.5
Newfoundland and Labrador,2021-06,Professional occupations in business,5.4
Newfoundland and Labrador,2021-06,Professional occupations in education services,21.6
Newfoundland and Labrador,2021-06,Professional occupations in engineering,5.6
Newfoundland and Labrador,2021-06,Professional occupations in finance,6.0
Newfoundland and Labrador,2021-06,Professional occupations in finance and business,11.3
Newfoundland and Labrador,2021-06,Professional occupations in government services,3.8000000000000003
Newfoundland and Labrador,2021-06,Professional occupations in health,20.6
Newfoundland and Labrador,2021-06,Professional occupations in law,0.9
Newfoundland and Labrador,2021-06,"Professional occupations in law, education, social, community and government services",31.0
Newfoundland and Labrador,2021-06,Professional occupations in natural and applied sciences,17.6
Newfoundland and Labrador,2021-06,Professional occupations in social and community services,3.0
Newfoundland and Labrador,2021-06,Retail sales and service supervisors and specialized occupations in sales and services,16.6
Newfoundland and Labrador,2021-06,"Sales and service occupations, except management",110.8
Newfoundland and Labrador,2021-06,Sales and service representatives and other customer and personal services occupations,28.6
Newfoundland and Labrador,2021-06,Sales and service support occupations,51.1
Newfoundland and Labrador,2021-06,Specialized middle management occupations,11.1
Newfoundland and Labrador,2021-06,"Supervisors and occupations in natural resources, agriculture and related production",14.1
Newfoundland and Labrador,2021-06,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",7.5
Newfoundland and Labrador,2021-06,"Support occupations in art, culture and sport",0.5
Newfoundland and Labrador,2021-06,"Technical occupations in art, culture and sport",2.5
Newfoundland and Labrador,2021-06,Technical occupations in health,11.5
Newfoundland and Labrador,2021-06,Technical occupations related to natural and applied sciences,10.8
Newfoundland and Labrador,2021-06,Technical trades and transportation officers and controllers,43.2
Newfoundland and Labrador,2021-06,Therapy and assessment professionals,1.3
Newfoundland and Labrador,2021-06,"Trades, transport and equipment operators and related occupations, except management",72.0
Newfoundland and Labrador,2021-06,"Workers and labourers in natural resources, agriculture and related production",7.8
Newfoundland and Labrador,2021-07,Administrative and financial supervisors and specialized administrative occupations,17.6
Newfoundland and Labrador,2021-07,Administrative and financial support and supply chain logistics occupations,19.1
